date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,
7/28/2021,"Worried about the war in Afghanistan, China has stepped up diplomatic efforts with the government and the group to encourage a political settlement after the U.S. withdrawal.","China offered a high-profile public stage to the Taliban on Wednesday, declaring that the group rapidly retaking large parts of Afghanistan would play “an important role in the process of peaceful reconciliation and reconstruction” of the country.","Worried about the war in Afghanistan, China has stepped up diplomatic efforts with the government and the group to encourage a political settlement after the U.S. withdrawal.",World,Asia Pacific,Foreign,By Steven Lee Myers,China Offers the Taliban a Warm Welcome While Urging Peace Talks,China Hails Role of Taliban in ‘Peaceful Reconciliation’ in Afghanistan,NA,News,https://www.nytimes.com/2021/07/28/world/asia/china-taliban-afghanistan.html,,
8/16/2021,Biden owns the moment. He’ll also own the consequences.,"What on earth was Joe Biden thinking — if, that is, he was thinking?",Biden owns the moment. He’ll also own the consequences.,Opinion,NA,OpEd,By Bret Stephens,Disaster in Afghanistan Will Follow Us Home,Biden Owns the Moment. He Will Also Own the Consequences.,Bret Stephens,Op-Ed,https://www.nytimes.com/2021/08/15/opinion/afghanistan-taliban-biden.html,,
7/22/2021,"Through WhatsApp and Facebook messages, Afghans who served as interpreters are asking former colleagues in America to get them out as the Taliban close in.","EDGEWATER, Md. — In a grainy video chat, Zak shared the latest from his embattled province in Afghanistan, an update as grim as it was commonplace. “The Taliban left a note at my house last night. They said, ‘Surrender tonight or we will kill you,’” he recounted in a tone more resigned than terrified.","Through WhatsApp and Facebook messages, Afghans who served as interpreters are asking former colleagues in America to get them out as the Taliban close in.",U.S.,Politics,Washington,By Jennifer Steinhauer and John Ismay,‘I’ll Never Forget You’: Veterans Push to Get Afghan Partners in War to the U.S.,Veterans Feel Urgency to Aid Afghan Allies,NA,News,https://www.nytimes.com/2021/07/22/us/politics/afghanistan-usa-war.html,,
8/4/2021,"The hourslong raid, which killed eight people, targeted a top military official’s home near Kabul’s fortified green zone.","KABUL, Afghanistan — The Taliban claimed responsibility on Wednesday for an attack on the home of a top military official in Kabul that killed eight people, highlighting the insurgents’ ability to strike in the heart of the Afghan capital as they continue their sweeping military campaign.","The hourslong raid, which killed eight people, targeted a top military official’s home near Kabul’s fortified green zone.",World,Asia Pacific,Foreign,By Christina Goldbaum,Taliban Claim Responsibility for Major Attack in Afghan Capital,Taliban Claim Responsibility For Attack In Kabul,NA,News,https://www.nytimes.com/2021/08/04/world/asia/afghanistan-kabul-taliban-attack.html,,
6/22/2021,"With U.S. troops leaving, the Taliban advancing, and a steady collapse of security force bases and outposts, the Hazara and other ethnic groups in Afghanistan are raising militias.","KABUL, Afghanistan — The slaughter of students, mostly teenagers, at a tutoring center. The deaths of young athletes in a suicide bombing at a wrestling club. Mothers shot dead with newborns in their arms.","With U.S. troops leaving, the Taliban advancing, and a steady collapse of security force bases and outposts, the Hazara and other ethnic groups in Afghanistan are raising militias.",World,Asia Pacific,Foreign,By David Zucchino and Fatima Faizi,"Attacked and Vulnerable, Some Afghans Are Forming Their Own Armies","As Taliban Attack, Civilians Are Taking Up Arms",NA,News,https://www.nytimes.com/2021/06/22/world/asia/vulnerable-afghans-forming-militias.html,,
8/22/2021,"This summer, the journalist Kiana Hayeri set out to photograph Afghans who grew up after the U.S. invasion in 2001. Instead, she wound up documenting the end of life as they knew it.","Gul Ahmad went to school only until fifth grade. After his father died, his mother remarried. When Gul Ahmad was 12, his stepfather forced him to go to Iran to work and bring money back to the family. At the time of the photo above, the boys had traveled to Iran, hoping to find work, but were deported back to Afghanistan and waiting at a center for migrants to be reunited with their families. When Hayeri met them, they were constantly on their phones. Gul Ahmad played games, and Karim watched videos of young Iranian women smoking hookah and playing guitar.","This summer, the journalist Kiana Hayeri set out to photograph Afghans who grew up after the U.S. invasion in 2001. Instead, she wound up documenting the end of life as they knew it.",Magazine,NA,Magazine,By Kiana Hayeri,What Will Become of Afghanistan’s Post-9/11 Generation?,NA,NA,News,https://www.nytimes.com/2021/08/22/magazine/afghanistan-photos.html,,
8/8/2021,The muted American response to the Taliban siege shows in no uncertain terms that the U.S. war in Afghanistan is over.,"WASHINGTON — If the Taliban had seized three provincial capitals in northern Afghanistan a year ago, like they did on Sunday, the American response would most likely have been ferocious. Fighter jets and helicopter gunships would have responded in force, beating back the Islamist group or, at the very least, stalling its advance.",The muted American response to the Taliban siege shows in no uncertain terms that the U.S. war in Afghanistan is over.,U.S.,Politics,Washington,"By Helene Cooper, Katie Rogers and Thomas Gibbons-Neff","As Taliban Capture Cities, U.S. Says Afghan Forces Must Fend for Themselves",Signal as U.S. Mission Ends: You’re on Your Own,NA,News,https://www.nytimes.com/2021/08/08/us/politics/taliban-afghanistan-united-states.html,,
8/16/2021,Retreating Afghan government soldiers crowded onto a bridge over the Amu Darya River that was a backdrop for the Soviet failure in Afghanistan decades ago.,"DUSHANBE, Tajikistan — The bridge has an eerily Orwellian name — the Friendship Bridge — and a storied history in Afghanistan’s wars.",Retreating Afghan government soldiers crowded onto a bridge over the Amu Darya River that was a backdrop for the Soviet failure in Afghanistan decades ago.,World,Middle East,Foreign,By Andrew E. Kramer,An Iconic Bridge Sees U.S. Allies Flee Afghanistan as the Soviets Did,A Soviet Echo  As Forces Flee Over a Bridge,NA,News,https://www.nytimes.com/2021/08/16/world/middleeast/afghanistan-taliban-soviet-friendship-bridge.html,,
8/20/2021,"The U.S. is gone, the Taliban are back, and China is ready at the door.","The speed and scope of the Taliban’s takeover in Afghanistan have prompted introspection in the West over what went wrong, and how, after billions of dollars spent on a 20-year war effort, it could all end so ignominiously. China, though, is looking forward. It is ready to step into the void left by the hasty U.S. retreat to seize a golden opportunity.","The U.S. is gone, the Taliban are back, and China is ready at the door.",Opinion,NA,OpEd,By Zhou Bo,"In Afghanistan, China Is Ready to Step Into the Void",China Stands Ready to Fill Kabul’s Needs,Guest Essay,Op-Ed,https://www.nytimes.com/2021/08/20/opinion/china-afghanistan-taliban.html,,
8/17/2021,The Taliban have spent years preparing for this moment.,"For all the recriminations and finger-pointing about how the Taliban gained control of Afghanistan so rapidly, there is a hard truth that needs to be reckoned with: The Taliban have spent years preparing for the eventual U.S. withdrawal. Despite numerous military surges, relentless airstrikes and thousands killed on all sides, no one was able to stop them. Year by year, Taliban soldiers methodically gained ground as they coerced and co-opted large swaths of the population now living under their rule and set up a shadow state. The Taliban exploited anger at the abuses of foreign forces and Afghan government corruption to gain support in village after village.",The Taliban have spent years preparing for this moment.,Opinion,NA,OpEd,By Ashley Jackson,This Is What Taliban Control Looks Like in 2021,How Will the Taliban Rule Afghanistan?,Guest Essay,Op-Ed,https://www.nytimes.com/2021/08/17/opinion/taliban-afghanistan.html,,
8/21/2021,The chaotic endgame of the American withdrawal has undercut some of the most fundamental premises of President Biden’s presidency.,"For most of the last week, in the fires of the worst foreign policy crisis of his young administration, the president who won the White House on a promise of competence and compassion has had trouble demonstrating much of either.",The chaotic endgame of the American withdrawal has undercut some of the most fundamental premises of President Biden’s presidency.,U.S.,Politics,Washington,By Peter Baker,Biden Ran on Competence and Empathy. Afghanistan Is Testing That.,A Presidency And Its Values Put to the Test,News Analysis,News Analysis,https://www.nytimes.com/2021/08/21/us/politics/biden-afghanistan-withdrawal.html,,
